,original,google_translate,,
103,"Holden

Would like to thank her girlfriend Kris Nóva for her help debugging her first Kubeflow PR,
as well as the entire Kubeflow community for being so welcoming.","홀든

첫 Kubeflow PR을 디버깅하는 데 도움을 주신 여자 친구 Kris Nóva에게 감사드립니다.
뿐만 아니라 Kubeflow 커뮤니티 전체가 환영합니다.",,
104,"She would also like to thank her wife Carolyn DeSimone, her puppy Timbit DeSimone-Karau (pictured in FIGURE P-1), and her stuffed animals for the support needed to write.","그녀는 또한 그녀의 아내 Carolyn DeSimone, 그녀의 강아지 Timbit DeSimone-Karau (그림 P-1에서 사진), 그리고 글쓰기에 필요한 지원에 대해 그녀의 박제 동물들에게 감사하고 싶습니다.",,
105,She would like to thank the doctors at SF General and UCSF for fixing up her hands so she could finish writing this book (although she does wish the hands did not hurt anymore) and everyone who came to visit her in the hospital and nursing home.,그녀는이 책을 다 쓸 수 있도록 손을 고쳐 준 SF General과 UCSF의 의사들과 (더 이상 손이 아프지 않았 으면했지만) 병원과 요양원에서 그녀를 방문한 모든 사람에게 감사의 말씀을 전합니다.,,
106,"A special thank you to Ann Spencer, the first editor who showed her how to have fun writing.",재미있는 글쓰기 방법을 보여준 최초의 편집자 Ann Spencer에게 특별히 감사드립니다.,,
107,"Finally, she would like to thank her datefriend Els van Vessem for their support in recovering after her accident, especially reading stories and reminding her of her love of writing.","마지막으로, 그녀는 사고 후 회복, 특히 이야기를 읽고 글쓰기에 대한 그녀의 사랑을 상기시키는 데 도움을 준 데이트 친구 Els van Vessem에게 감사드립니다.",,
108,Figure P-1.,그림 P-1.,,
109,"Timbit the dog


Ilan

Would like to thank all his colleagues at Bloomberg who took the time to review, mentor, and encourage him to write and contribute to open source.","개 Timbit


일란

시간을내어 검토하고, 멘토링하고, 오픈 소스에 글을 쓰고 기여하도록 격려해 준 Bloomberg의 모든 동료에게 감사드립니다.",,
110,"The list includes but is not limited to: Kimberly Stoddard, Dan Sun, Keith Laban, Steven Bower, and Sudarshan Kadambi.","목록에는 Kimberly Stoddard, Dan Sun, Keith Laban, Steven Bower 및 Sudarshan Kadambi가 포함되지만 이에 국한되지는 않습니다.",,
111,"He would also like to thank his family—Galia, Yuriy, and Stan—for their unconditional love and support.","그는 또한 무조건적인 사랑과 지원에 대해 가족 (Galia, Yuriy, Stan)에게 감사를 표하고 싶습니다.",,
112,"Richard

Would like to thank the Google Kubeflow team, including but not limited to: Jeremy Lewi, Abhishek Gupta, Thea Lamkin, Zhenghui Wang, Kunming Qu, Gabriel Wen, Michelle Casbon, and Sarah Maddox—without whose support none of this would have been possible.","Richard

Jeremy Lewi, Abhishek Gupta, Thea Lamkin, Zhenghui Wang, Kunming Qu, Gabriel Wen, Michelle Casbon, Sarah Maddox를 포함하되 이에 국한되지 않는 Google Kubeflow 팀에 감사드립니다..",,
113,He would also like to thank his cat Tina (see FIGURE P-2) for her support and understanding during COVID-19.,그는 또한 COVID-19 동안 그녀의 지원과 이해에 대해 고양이 Tina (그림 P-2 참조)에게 감사를 표하고 싶습니다.,,
114,Figure P-2.,그림 P-2.,,
115,"Tina the cat


Boris

Would like to thank his colleagues at Lightbend, especially Karl Wehden, for their support in writing the book,
their suggestions and proofreads of the early versions of the text, and his wife Marina for putting up with his long hours and feeding him during these hours.","고양이 티나


보리스

Lightbend의 동료들, 특히 Karl Wehden이 책을 쓰는 데 도움을 주신 것에 감사드립니다.
텍스트의 초기 버전에 대한 그들의 제안과 교정, 그리고 그의 오랜 시간을 참아 내고이 시간 동안 그를 먹여 준 그의 아내 마리나.",,
116,"Trevor

Trevor would like to thank his office mates Apache and Meowska (see FIGURE P-3) for reminding him of the importance of naps, and everyone who listened to him give a talk on Kubeflow last year (especially the people who listened to the bad versions, and especially especially people who listened to the bad versions but still are reading this book now—you’re the best).","트레버

Trevor는 낮잠의 중요성을 상기시켜 준 그의 사무실 동료 인 Apache와 Meowska (그림 P-3 참조)에게 감사를 표하고 있으며, 그의 말을 들었던 모든 사람이 작년에 Kubeflow에 대해 이야기를 나눈다 (특히 나쁜 버전을 들었던 사람들), 특히 나쁜 버전을 들었지만 지금도이 책을 읽고있는 사람들은 당신이 최고입니다).",,
117,"He’d also like to thank his mom, sister, and brother for tolerating his various shenanigans over the years.","그는 또한 수년에 걸쳐 다양한 허풍을 참아 주신 엄마, 누이, 오빠에게 감사하고 싶습니다.",,
118,Figure P-3.,그림 P-3.,,
119,"Apache and Meowska



Grievances
The authors would also like to acknowledge the struggles of API changes, which made writing this book so frustrating.","Apache와 Meowska



불만
저자는 또한이 책을 작성하는 것이 매우 실망스러운 API 변경의 어려움을 인정하고 싶습니다.",,
120,"If you ever struggle with API changes, know that you are not alone; they are annoying to almost everyone.",API 변경으로 어려움을 겪는 경우 혼자가 아니라는 점을 알아 두십시오.거의 모든 사람에게 짜증이납니다.,,
121,Holden would also like to acknowledge the times Timbit DeSimone-Karau was a little sh*t and dug up the yard while she was working.,Holden은 또한 Timbit DeSimone-Karau가 일하는 동안 마당을 파고 들었던 시간을 인정하고 싶습니다.,,
122,"We have a special grievance to vent with the person who hit Holden with their car, slowing down the release of this book.",우리는 홀든을 차로 때린 사람에게 특별한 불만을 표출하여이 책의 출시를 늦추고 있습니다.,,
123,"Trevor has a grievance to air with his girlfriend, who has been badgering him (with increasing persistence) to propose to her throughout this entire project, and while he has been “working on it”—if he hasn’t asked her to marry him by the time this book comes out: Katie, will you marry me?","Trevor는 그의 여자 친구와 함께 불만을 품고 있습니다. 그녀는이 프로젝트 전체에서 그녀에게 청혼하기 위해 자신을 괴롭 히고 (지속력이 증가하면서) 그녀에게 ""일을하고있는 동안""그녀와 결혼 해달라고 요청하지 않았습니다.이 책이 나올 때 쯤이면 : Katie, 나와 결혼 해 줄래?",,
124,[1] Remember the Twitter bot that through reinforcement learning became a neo-Nazi in less than a weekend?,[1] 강화 학습을 통해 주말도 안되어 네오 나치가 된 트위터 봇을 기억하십니까?,,
125,Chapter 1.,1 장.,,
126,"Kubeflow: What It Is and Who It Is For
If you are a data scientist trying to get your models into production, or a data engineer trying to make your models scalable and reliable, Kubeflow provides tools to help.","Kubeflow : 정의 및 대상
모델을 프로덕션에 적용하려는 데이터 과학자이거나 모델을 확장 가능하고 안정적으로 만들려는 데이터 엔지니어 인 경우 Kubeflow는 도움이되는 도구를 제공합니다.",,
127,Kubeflow solves the problem of how to take machine learning from research to production.,Kubeflow는 기계 학습을 연구에서 생산으로 옮기는 방법에 대한 문제를 해결합니다.,,
128,"Despite common misconceptions, Kubeflow is more than just Kubernetes and TensorFlow—you can use it for all sorts of machine learning tasks.",일반적인 오해에도 불구하고 Kubeflow는 Kubernetes 및 TensorFlow 이상입니다. 모든 종류의 기계 학습 작업에 사용할 수 있습니다.,,
129,"We hope Kubeflow is the right tool for you, as long as your organization is using Kubernetes.",조직에서 Kubernetes를 사용하는 한 Kubeflow가 적합한 도구가되기를 바랍니다.,,
130,SECTION 1.6 introduces some options you may wish to explore.,섹션 1.6에서는 탐색 할 수있는 몇 가지 옵션을 소개합니다.,,
131,This chapter aims to help you decide if Kubeflow is the right tool for your use case.,이 장은 Kubeflow가 사용 사례에 적합한 도구인지 결정하는 데 도움이됩니다.,,
132,"We’ll cover the benefits you can expect from Kubeflow, some of the costs associated with it, and some of the alternatives.","Kubeflow에서 기대할 수있는 이점, 이와 관련된 일부 비용 및 일부 대안을 다룰 것입니다.",,
133,"After this chapter, we’ll dive into setting up Kubeflow and building an end-to-end solution to familiarize you with the basics.",이 장이 끝나면 Kubeflow를 설정하고 기본 사항을 익힐 수있는 종단 간 솔루션을 구축하는 방법에 대해 알아 봅니다.,,
134,1.1.,1.1.,,
135,"Model Development Life Cycle
Machine learning or model development essentially follows the path: data →  information →  knowledge →  insight.","모델 개발 수명주기
머신 러닝 또는 모델 개발은 기본적으로 데이터 → 정보 → 지식 → 통찰력의 경로를 따릅니다.",,
136,This path of generating insight from data can be graphically described with FIGURE 1-1.,데이터에서 통찰력을 생성하는이 경로는 그림 1-1에서 그래픽으로 설명 할 수 있습니다.,,
137,Model development life cycle (MDLC) is a term commonly used to describe the flow between training and inference.,MDLC (모델 개발 수명주기)는 훈련과 추론 간의 흐름을 설명하는 데 일반적으로 사용되는 용어입니다.,,
138,"FIGURE 1-1 is a visual representation of this continuous interaction, where upon triggering a model update the whole cycle kicks off yet again.","그림 1-1은 이러한 지속적인 상호 작용을 시각적으로 표현한 것으로, 모델 업데이트를 트리거하면 전체주기가 다시 시작됩니다.",,
139,Figure 1-1.,그림 1-1.,,
140,"Model development life cycle



1.2.","모델 개발 수명주기



1.2.",,
